Wavelength,Flux
3540.0,7.108415939205415e-11
3541.0,7.081831648880765e-11
3542.0,7.087618686396624e-11
3543.0,7.331260598597567e-11
3544.0,7.258942058552265e-11
3545.0,7.126549350644495e-11
3546.0,7.121899597839487e-11
3547.0,7.119408534927985e-11
3548.0,7.161150838985719e-11
3549.0,7.14300216198005e-11
3550.0,7.080888653199224e-11
3551.0,7.085909636828092e-11
3552.0,7.090101422635442e-11
3553.0,6.957762838100123e-11
3554.0,6.924235490535224e-11
3555.0,6.87022244649782e-11
3556.0,7.016642822321728e-11
3557.0,7.204153940065794e-11
3558.0,7.240714972045481e-11
3559.0,7.248858457931107e-11
3560.0,7.110188132708473e-11
3561.0,7.096270793205406e-11
3562.0,7.068304275215098e-11
3563.0,7.103245075468223e-11
3564.0,7.123754364180002e-11
3565.0,6.932972251849634e-11
3566.0,6.938947333390288e-11
3567.0,7.010114017047542e-11
3568.0,7.042531835477206e-11
3569.0,7.071988133988683e-11
3570.0,7.070163204891955e-11
3571.0,7.036755900191594e-11
3572.0,6.79382175516885e-11
3573.0,6.756282339148711e-11
3574.0,6.703902710736287e-11
3575.0,6.692180837264416e-11
3576.0,6.687112669157003e-11
3577.0,6.6568639489617e-11
3578.0,6.644372552155886e-11
3579.0,6.616721753838206e-11
3580.0,6.638615351883814e-11
3581.0,6.652663836481665e-11
3582.0,6.602152852197563e-11
3583.0,6.589844642190812e-11
3584.0,6.562179272195934e-11
3585.0,6.500365523631757e-11
